,sentence,label
562,A good time!,1
563,I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1
564,Generous portions and great taste.,1
565,I will never go back to this place and will never ever recommended this place to anyone!,0
566,"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0
567,Food was delicious!,1
568,AN HOUR... seriously?,0
569,I consider this theft.,0
570,Eew... This location needs a complete overhaul.,0
571,We recently witnessed her poor quality of management towards other guests as well.,0
572,Waited and waited and waited.,0
573,"He also came back to check on us regularly, excellent service.",1
574,Our server was super nice and checked on us many times.,1
575,"The pizza tasted old, super chewy in not a good way.",0
576,I swung in to give them a try but was deeply disappointed.,0
577,Service was good and the company was better!,1
578,The staff are also very friendly and efficient.,1
579,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1
580,Boy was that sucker dry!!.,0
581,Over rated.,0
582,"If you look for authentic Thai food, go else where.",0
583,Their steaks are 100% recommended!,1
584,After I pulled up my car I waited for another 15 minutes before being acknowledged.,0
585,Great food and great service in a clean and friendly setting.,1
586,"All in all, I can assure you I'll be back.",1
587,I hate those things as much as cheap quality black olives.,0
588,"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1
589,The kids play area is NASTY!,0
590,Great place fo take out or eat in.,1
591,The waitress was friendly and happy to accomodate for vegan/veggie options.,1
592,OMG I felt like I had never eaten Thai food until this dish.,1
593,"It was extremely ""crumby"" and pretty tasteless.",0
594,It was a pale color instead of nice and char and has NO flavor.,0
595,The croutons also taste homemade which is an extra plus.,1
596,I got home to see the driest damn wings ever!,0
597,It'll be a regular stop on my trips to Phoenix!,1
598,I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.,1
599,Not good for the money.,0
600,I miss it and wish they had one in Philadelphia!,1
601,"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0
602,They also have the best cheese crisp in town.,1
603,"Good value, great food, great service.",1
604,Couldn't ask for a more satisfying meal.,1
605,The food is good.,1
606,It was awesome.,1
607,I just wanted to leave.,0
608,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1
609,I will not be eating there again.,0
610,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0
611,I checked out this place a couple years ago and was not impressed.,0
612,"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0
613,"Sorry, I will not be getting food from here anytime soon :(",0
614,An absolute must visit!,1
615,The cow tongue and cheek tacos are amazing.,1
616,My friend did not like his Bloody Mary.,0
617,"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0
618,They really want to make your experience a good one.,1
619,I will not return.,0
620,I had the chicken Pho and it tasted very bland.,0
621,Very disappointing!!!,0
622,The grilled chicken was so tender and yellow from the saffron seasoning.,1
623,"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0
624,Pretty awesome place.,1
625,Ambience is perfect.,1
626,Best of luck to the rude and non-customer service focused new management.,0
627,Any grandmother can make a roasted chicken better than this one.,0
628,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0
629,"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1
630,Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1
631,The roast beef sandwich tasted really good!,1
632,"Same evening, him and I are both drastically sick.",0
633,High-quality chicken on the chicken Caesar salad.,1
634,Ordered burger rare came in we'll done.,0
635,We were promptly greeted and seated.,1
636,Tried to go here for lunch and it was a madhouse.,0
637,"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1
638,"After waiting an hour and being seated, I was not in the greatest of moods.",0
639,This is a good joint.,1
640,The Macarons here are insanely good.,1
641,I'm not eating here!,0
642,"Our waiter was very attentive, friendly, and informative.",1
643,Maybe if they weren't cold they would have been somewhat edible.,0
644,This place has a lot of promise but fails to deliver.,0
645,Very bad Experience!,0
646,What a mistake.,0
647,Food was average at best.,0
648,Great food.,1
649,We won't be going back anytime soon!,0
650,Very Very Disappointed ordered the $35 Big Bay Plater.,0
651,Great place to relax and have an awesome burger and beer.,1
652,It is PERFECT for a sit-down family meal or get together with a few friends.,1
653,"Not much flavor to them, and very poorly constructed.",0
654,The patio seating was very comfortable.,1
655,The fried rice was dry as well.,0
656,Hands down my favorite Italian restaurant!,1
657,"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1
658,It was just not a fun experience.,1
659,The atmosphere was great with a lovely duo of violinists playing songs we requested.,1
660,"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",1
661,"Very convenient, since we were staying at the MGM!",1
662,The owners are super friendly and the staff is courteous.,1
663,Both great!,1
664,Eclectic selection.,1
665,The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1
666,The staff was very attentive.,1
667,And the chef was generous with his time (even came around twice so we can take pictures with him).,1
668,"The owner used to work at Nobu, so this place is really similar for half the price.",1
669,Google mediocre and I imagine Smashburger will pop up.,0
670,dont go here.,0
671,I promise they won't disappoint.,1
672,As a sushi lover avoid this place by all means.,0
673,What a great double cheeseburger!,1
674,Awesome service and food.,1
675,A fantastic neighborhood gem !!!,1
676,I can't wait to go back.,1
677,The plantains were the worst I've ever tasted.,0
678,It's a great place and I highly recommend it.,1
679,Service was slow and not attentive.,0
680,"I gave it 5 stars then, and I'm giving it 5 stars now.",1
681,Your staff spends more time talking to themselves than me.,0
682,Dessert: Panna Cotta was amazing.,1
683,"Very good food, great atmosphere.1",1
684,Damn good steak.,1
685,Total brunch fail.,0
686,"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1
687,"The decor is nice, and the piano music soundtrack is pleasant.",1
688,The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1
689,"Good food , good service .",1
690,It was absolutely amazing.,1
691,"I probably won't be back, to be honest.",0
692,will definitely be back!,1
693,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1
694,"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1
695,Went for lunch - service was slow.,0
696,"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0
697,I was mortified.,0
698,"Needless to say, we will never be back here again.",0
